HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACVR2	ACTRII	2q22.3-q23.1	
HGNC:174	ACVR2B	activin A receptor type 2B	Approved		ActR-IIB	3p22.2	X77533
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075
HGNC:177	ACY1	aminoacylase 1	Approved			3p21.2	L07548
HGNC:24104	ACY3	aminoacylase 3	Approved		HCBP1, MGC9740, ACY-3	11q13.2	BC008689
HGNC:179	ACYP1	acylphosphatase 1	Approved			14q24.3	X84194
HGNC:180	ACYP2	acylphosphatase 2	Approved			2p16.2	X84195
HGNC:186	ADA	adenosine deaminase	Approved		ADA1	20q13.12	X02994
HGNC:1839	ADA2	adenosine deaminase 2	Approved	IDGFL, CECR1	ADGF	22q11.1	AF190746
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved		Tenr	4q27	AK057303
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved		TENRL, FLJ00337	16q24.1	AF447586
HGNC:31853	ADAL	adenosine deaminase like	Approved			15q15.3	
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	8p11.22	U52370
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	8p21.2	AF090327
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		CD156, MS2, CD156A	10q26.3	D26579
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	U41766
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156C	15q21.3	AF009615
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		17q21.31	D17390
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN	10q26.2	AF023476
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	1q21.3	U46005
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B	2p25.1	U69611
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	5q33.3	AF311317
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved			14q24.2	AF029899
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31	14q24.2	AF029900
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	7q21.12	AB009671
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	2q33.3	AB009672
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73	4q34.1	AF171929
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	1p12	AF171932
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved			8p11.22	BC026085
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891
HGNC:16299	ADAMDEC1	ADAM like decysin 1	Approved		M12.219	8p21.2	Y13323
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved		C3-C5, METH1, KIAA1346	21q21.3	AF060152
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	AJ003125
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved		KIAA0366, ADAMTS-4	4q13.3	AB002364
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved		KIAA0688, ADAMTS-2, ADMP-1	1q23.3	AB014588
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved		ADMP-2, ADAMTS11	21q21.3	AF142099
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved		ADAM-TS6	5q12.3	AF140674
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved		ADAM-TS7, DKFZp434H204	15q25.1	AF140675
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved		METH2, FLJ41712, ADAM-TS8	11q24.3	AF060153
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved		KIAA1312	3p14.1	AF261918
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved		ADAM-TS10	19p13.2	AF163762
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved			5p13.3-p13.2	AJ250725
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	AJ011374
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved			10q22.1	AF358666
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved			11q24.3	AJ315733
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved		ADAMTS16s	5p15.32	AJ315734
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved		FLJ32769, FLJ16363	15q26.3	AJ315735
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved	ADAMTS21		16q23.1	AJ311903
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved			5q23.3	AJ311904
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved		GON-1	12q12	AF488804
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	AF176313
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved		KIAA0605	9q34.2	AB011177
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved		KIAA1233, punctin-2	15q25.2	AF237652
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	TSRC1	DKFZP434K1772	1q21.2	BC027478
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved	THSD6		19p13.3	BC040620
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	CENTA1	GCS1L	7p22.3	AJ006422
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	CENTA2		17q11.2	AJ238994
HGNC:225	ADAR	adenosine deaminase RNA specific	Approved	IFI4, G1P1	ADAR1, DRADA	1q21.3	BC038227
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	U76420
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	Approved		RED2, hRED2, ADAR3	10p15.3	AF034837
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	Approved			16q23.1	AF125188
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	Approved	DEADC1	dJ20N2.1, TAD2	6q24.2	BC037955
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	Approved		TAD3	19p13.3	BC011824
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved		FLJ39600	14q24.3	AK096919
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved		MGC20727	7q34	AF131745
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved		FLJ35454	8q24.3	BC032402
HGNC:232	ADCY1	adenylate cyclase 1	Approved	DFNB44	AC1	7p12.3	L05500
HGNC:233	ADCY2	adenylate cyclase 2	Approved		HBAC2, KIAA1060, AC2	5p15.31	AB028983
HGNC:234	ADCY3	adenylate cyclase 3	Approved		AC3	2p23.3	AF033861
HGNC:235	ADCY4	adenylate cyclase 4	Approved		AC4	14q12	AF497516
HGNC:236	ADCY5	adenylate cyclase 5	Approved		AC5	3q21.1	U65473
HGNC:237	ADCY6	adenylate cyclase 6	Approved		AC6	12q13.12	
HGNC:238	ADCY7	adenylate cyclase 7	Approved		KIAA0037, AC7	16q12.1	D25538
HGNC:239	ADCY8	adenylate cyclase 8	Approved	ADCY3	HBAC1, AC8	8q24.22	Z35309
HGNC:240	ADCY9	adenylate cyclase 9	Approved		AC9	16p13.3	AF036927
HGNC:21285	ADCY10	adenylate cyclase 10	Approved		SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24.2	AF271058
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	Approved		PACAP	18p11.32	S83513
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	Approved		PAC1, PACAPR, PAC1R	7p14.3	
HGNC:243	ADD1	adducin 1	Approved			4p16.3	L07261
HGNC:244	ADD2	adducin 2	Approved		ADDB	2p13.3	X58199
HGNC:245	ADD3	adducin 3	Approved	ADDL		10q25.1-q25.2	U37122
HGNC:21212	ADGB	androglobin	Approved	C6orf103	FLJ23121, dJ408K24.1, CAPN16	6q24.3	AK026774
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	Approved	GPR123	KIAA1828	10q26.3	AB058731
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	Approved	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	8p11.23	AB040964
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	Approved	GPR125	FLJ38547, PGR21	4p15.2	AK095866
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	Approved	BAI1		8q24.3	AB005297
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	Approved	BAI2		1p35.2	AB005298
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	Approved	BAI3	KIAA0550	6q12-q13	AB005299
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	Approved	GPR133	DKFZp434B1272, PGR25	12q24.33	AY278561
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	Approved	GPR144	PGR24	9q33.3	AY278562
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	Approved	TM7LN3, EMR1		19p13.3-p13.2	X81479
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	Approved	EMR2	CD312	19p13.12	AF114491
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	Approved	EMR3		19p13.12	AF239764
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	Approved	CD97	TM7LN1	19p13.12	
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	Approved	GPR110	hGPCR36, PGR19	6p12.3	AB083618
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	Approved	GPR113	hGPCR37, PGR23	2p23.3	AB083619
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	Approved	GPR115	FLJ38076, PGR18	6p12.3	AK095395
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	Approved	GPR116	DKFZp564O1923, KIAA0758	6p12.3	AB018301
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	Approved	GPR56	TM7LN4, TM7XN1	16q21	AJ011001
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	Approved	GPR64	HE6, TM7LN2, EDDM6	Xp22.13	X81892
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	Approved	GPR97	Pb99, PGR26	16q21	AY140959
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	Approved	GPR112	RP1-299I16, PGR17	Xq26.3	AY140954
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	Approved	GPR114	PGR27	16q21	AY140956
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	Approved	GPR126	FLJ14937	6q24.2	AK027843
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	Approved	GPR128	FLJ14454	3q12.2	AK027360
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	Approved	LPHN1	KIAA0821, CIRL1, LEC2	19p13.12	AB020628
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	Approved	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2	1p31.1	AJ131581
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	Approved	LPHN3	KIAA0768, LEC3	4q13.1	AB018311
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	Approved	ELTD1	ETL	1p31.1	AF192403
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	Approved	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	5q14.3	AB014586
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	Approved	ADH1		4q23	M12963
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	Approved	ADH2		4q23	AF153821
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	Approved	ADH3		4q23	M12272
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	Approved		ADH-2	4q23	M15943
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	Approved	FDH	ADH-3, ADHX, GSNOR	4q23	M29872
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)	Approved		ADH-5	4q23	AK092768
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Approved		ADH-4	4q23	X76342
HGNC:16354	ADHFE1	alcohol dehydrogenase iron containing 1	Approved		FLJ32430	8q13.1	AK056992
HGNC:30576	ADI1	acireductone dioxygenase 1	Approved		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.3	
HGNC:28606	ADIG	adipogenin	Approved		MGC39724, SMAF1, RP5-1100H13.2	20q11.23	BC029594
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	Approved	ACDC	ACRP30, apM1, GBP28, adiponectin	3q27.3	D45371
HGNC:24040	ADIPOR1	adiponectin receptor 1	Approved		PAQR1, ACDCR1	1q32.1	
HGNC:24041	ADIPOR2	adiponectin receptor 2	Approved		PAQR2, ACDCR2	12p13.33	AY424280
HGNC:24043	ADIRF	adipogenesis regulatory factor	Approved	C10orf116	APM2, AFRO	10q23.2	BC004471
HGNC:15873	ADISSP	adipose secreted signaling protein	Approved	C20orf27	FLJ20550	20p13	AK000557
HGNC:257	ADK	adenosine kinase	Approved		AK	10q22.2	U50196
HGNC:259	ADM	adrenomedullin	Approved		AM	11p15.4	D14874
HGNC:28898	ADM2	adrenomedullin 2	Approved		AM2, FLJ21135	22q13.33	AF529213
HGNC:27293	ADM5	adrenomedullin 5 (putative)	Approved	C19orf76	AM5	19q13.33	BC032764
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	Approved		KIAA0784, ADNP1	20q13.13	AF250860
HGNC:23803	ADNP2	ADNP homeobox 2	Approved	ZNF508	KIAA0863	18q23	AB020670
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	Approved	C10orf22	FLJ14547	10q21.3	BC028589
HGNC:262	ADORA1	adenosine A1 receptor	Approved		RDC7	1q32.1	BC026340
HGNC:263	ADORA2A	adenosine A2a receptor	Approved	ADORA2	RDC8	22q11.23	X68486
HGNC:264	ADORA2B	adenosine A2b receptor	Approved			17p12	M97759
HGNC:268	ADORA3	adenosine A3 receptor	Approved		AD026, A3AR	1p13.2	BC029831
HGNC:25250	ADPGK	ADP dependent glucokinase	Approved		DKFZp434B195, ADP-GK	15q24.1	AL136873
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	Approved		ARH1	3q13.33	L13291
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	Approved		ARH2	13q34	AJ313429
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	Approved	C17orf48	MDS006	17p13.1	BC070155
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	Approved	ADPRHL2	ARH3, FLJ20446	1p34.3	AJ427295
HGNC:277	ADRA1A	adrenoceptor alpha 1A	Approved	ADRA1C	ADRA1L1	8p21.2	L31774
HGNC:278	ADRA1B	adrenoceptor alpha 1B	Approved			5q33.3	L31773
HGNC:280	ADRA1D	adrenoceptor alpha 1D	Approved		ADRA1R, ADRA1A, ADRA1	20p13	U03864
HGNC:281	ADRA2A	adrenoceptor alpha 2A	Approved	ADRA2, ADRA2R	ADRAR	10q25.2	AF284095
HGNC:282	ADRA2B	adrenoceptor alpha 2B	Approved	ADRA2L1, ADRA2RL1	ADRARL1	2q11.2	M34041
HGNC:283	ADRA2C	adrenoceptor alpha 2C	Approved	ADRA2L2, ADRA2RL2	ADRARL2	4p16.3	AY455666
HGNC:285	ADRB1	adrenoceptor beta 1	Approved	ADRB1R		10q25.3	J03019
HGNC:286	ADRB2	adrenoceptor beta 2	Approved	ADRB2R	ADRBR, BAR, B2AR	5q32	AF022953
HGNC:288	ADRB3	adrenoceptor beta 3	Approved			8p11.23	AY487247
HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	Approved		GP110, Rpn13, ARM1, PSMD16	20q13.33	D64154
HGNC:291	ADSL	adenylosuccinate lyase	Approved			22q13.1	X65867
HGNC:20093	ADSS1	adenylosuccinate synthase 1	Approved	ADSSL1	FLJ38602	14q32.33	AK095921
HGNC:292	ADSS2	adenylosuccinate synthase 2	Approved	ADSS		1q44	BC012356
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	Approved	C6orf105	dJ413H6.1, AIG1L	6p24.1	AJ420520
HGNC:303	AEBP1	AE binding protein 1	Approved		ACLP	7p13	D86479
HGNC:24051	AEBP2	AE binding protein 2	Approved		MGC17922	12p12.3	
HGNC:25722	AEN	apoptosis enhancing nuclease	Approved	ISG20L1	FLJ12484, FLJ12562	15q26.1	BC020988
HGNC:24017	AFAP1	actin filament associated protein 1	Approved		AFAP-110, AFAP	4p16.1	AB209676
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1	Approved		FLJ36748	5q32	AK094067
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	Approved	KIAA1914	FLJ14564, Em:AC005383.4, XB130	10q25.3	BC024314
HGNC:7137	AFDN	afadin, adherens junction formation factor	Approved	MLLT4	AF-6, AF6	6q27	AB011399
HGNC:7135	AFF1	ALF transcription elongation factor 1	Approved	PBM1, MLLT2	AF-4, AF4, FEL	4q21.3-q22.1	L22179
HGNC:3776	AFF2	ALF transcription elongation factor 2	Approved	FMR2	FRAXE	Xq28	U48436
HGNC:6473	AFF3	ALF transcription elongation factor 3	Approved	LAF4	MLLT2-like	2q11.2	U34360
HGNC:17869	AFF4	ALF transcription elongation factor 4	Approved		AF5Q31, MCEF	5q31.1	AF197927
HGNC:16411	AFG1L	AFG1 like ATPase	Approved	LACE1	AFG1	6q21	AF520418
HGNC:18119	AFG2A	AFG2 AAA ATPase homolog A	Approved	SPATA5	SPAF, AFG2	4q28.1	AF361489
HGNC:28762	AFG2B	AFG2 AAA ATPase homolog B	Approved	SPATA5L1	MGC5347, FLJ12286	15q21.1	AK023232
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Approved	SCA28	SPAX5	18p11.21	Y18314
HGNC:316	AFM	afamin	Approved		ALB2, ALBA	4q13.3	L32140
HGNC:20910	AFMID	arylformamidase	Approved		DKFZp686F03259, KF	17q25.3	BX648442
HGNC:317	AFP	alpha fetoprotein	Approved	HPAFP	FETA	4q13.3	V01514
HGNC:25951	AFTPH	aftiphilin	Approved		MGC33965, FLJ20080, FLJ23793, Nbla10388	2p14	AB073356
HGNC:318	AGA	aspartylglucosaminidase	Approved		ASRG	4q34.3	X55330
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Approved	CENTG2	KIAA1099, GGAP1	2q37.2	AF413078
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Approved	CENTG1		12q14.1	AF413077
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	Approved	CENTG3		7q36.1	AF413079
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	Approved	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	10q11.22	AF411132
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Approved	CTGLF2	Em:AC073389.1	10q22.2	
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	Approved	CTGLF3	bA324H6.1	10q11.23	
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	Approved	CTGLF6	bA301J7.2, FLJ00312	10q11.22	
HGNC:26504	AGBL1	AGBL carboxypeptidase 1	Approved		FLJ32310, CCP4	15q25.3	AK056872
HGNC:26296	AGBL2	AGBL carboxypeptidase 2	Approved		FLJ23598, CCP2	11p11.2	
HGNC:27981	AGBL3	AGBL carboxypeptidase 3	Approved		MGC32955, CCP3	7q33	BC030651
HGNC:25892	AGBL4	AGBL carboxypeptidase 4	Approved		FLJ14442, CCP6	1p33	AK027348
HGNC:26147	AGBL5	AGBL carboxypeptidase 5	Approved		FLJ21839, CCP5	2p23.3	BC007415
HGNC:320	AGER	advanced glycosylation end-product specific receptor	Approved		RAGE, SCARJ1, sRAGE	6p21.32	M91211
HGNC:5175	AGFG1	ArfGAP with FG repeats 1	Approved	HRB	RIP, RAB	2q36.3	
HGNC:5177	AGFG2	ArfGAP with FG repeats 2	Approved	HRBL	RABR	7q22.1	AF015042
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1	Approved		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	5q13.3	AK001145
HGNC:21869	AGK	acylglycerol kinase	Approved	MULK	FLJ10842	7q34	BC022777
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	Approved		GDE	1p21.2	BC078663
HGNC:18407	AGMAT	agmatinase	Approved		FLJ23384	1p36.21	AY057097
HGNC:33784	AGMO	alkylglycerol monooxygenase	Approved	TMEM195	FLJ16237	7p21.2	
HGNC:3262	AGO1	argonaute RISC component 1	Approved	EIF2C1	hAGO1	1p34.3	AF093097
HGNC:3263	AGO2	argonaute RISC catalytic component 2	Approved	EIF2C2, CASC7	hAGO2, Q10, LINC00980	8q24.3	AF121255
HGNC:18421	AGO3	argonaute RISC catalytic component 3	Approved	EIF2C3	hAGO3, FLJ12765	1p34.3	AB046787
HGNC:18424	AGO4	argonaute RISC component 4	Approved	EIF2C4	hAGO4, KIAA1567, FLJ20033	1p34.3	AB046787
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	Approved		LPAAT-alpha, LPLAT1	6p21.32	U56417
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Approved	BSCL	LPAAT-beta, LPLAT2	9q34.3	AF000237
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	Approved		LPAAT-gamma, LPAAT3, LPLAT3	21q22.3	AF156774
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	Approved		LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4	6q26	AF156776
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Approved		FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5	8p23.1	AF375789
HGNC:327	AGPS	alkylglycerone phosphate synthase	Approved		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	2q31.2	Y09443
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member	Approved		XAG-2, HAG-2, AG2, PDIA17	7p21.1	AF038451
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member	Approved		HAG3, hAG-3, BCMP11, PDIA18	7p21.1	AY069977
HGNC:329	AGRN	agrin	Approved	AGRIN		1p36.33	
HGNC:330	AGRP	agouti related neuropeptide	Approved		Agrt, ART, ASIP2	16q22.1	U88063
HGNC:333	AGT	angiotensinogen	Approved	SERPINA8		1q42.2	K02215
HGNC:17258	AGTPBP1	ATP/GTP binding carboxypeptidase 1	Approved		KIAA1035, Nna1, CCP1	9q21.33	AB028958
HGNC:336	AGTR1	angiotensin II receptor type 1	Approved	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1	3q24	M87290
HGNC:338	AGTR2	angiotensin II receptor type 2	Approved		AT2, MRX88	Xq23	AY324607
HGNC:13539	AGTRAP	angiotensin II receptor associated protein	Approved		ATRAP	1p36.22	AF165187
HGNC:341	AGXT	alanine--glyoxylate aminotransferase	Approved	SPAT	AGXT1, PH1, AGT, SPT, AGT1, TLH6, Ser-PyrAT	2q37.3	D13368
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2	Approved		AGT2	5p13.2	AJ292204
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1	Approved		ELYS	1q44	
HGNC:343	AHCY	adenosylhomocysteinase	Approved		SAHH, AdoHcyase	20q11.22	M61832
HGNC:344	AHCYL1	adenosylhomocysteinase like 1	Approved		XPVKONA, IRBIT, PPP1R78	1p13.3	U82761
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2	Approved		KIAA0828, long-IRBIT, IRBIT2, ADOHCYASE3	7q32.1	AB020635
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	Approved		DJ159A19.3, RP1-159A19.1	1p36.11-p35.3	AK125431
HGNC:21575	AHI1	Abelson helper integration site 1	Approved		FLJ20069, ORF1, JBTS3	6q23.3	AJ459824
HGNC:347	AHNAK	AHNAK nucleoprotein	Approved		MGC5395, AHNAK1	11q12.3	M80899
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2	Approved	C14orf78		14q32.33	AB095939
HGNC:348	AHR	aryl hydrocarbon receptor	Approved		bHLHe76	7p21.1	L19872
HGNC:346	AHRR	aryl hydrocarbon receptor repressor	Approved	AHH, AHHR	KIAA1234, bHLHe77	5p15.33	AB033060
HGNC:1189	AHSA1	activator of HSP90 ATPase activity 1	Approved	C14orf3	p38, Aha1, hAha1	14q24.3	AJ243310
HGNC:349	AHSG	alpha 2-HS glycoprotein	Approved		FETUA, A2HS, HSGA	3q27.3	D67013, M16961
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	Approved	ERAF	EDRF	16p11.2	AF208865
HGNC:13203	AICDA	activation induced cytidine deaminase	Approved		HIGM2, CDA2, ARP2, AID	12p13.31	AB040430
HGNC:25761	AIDA	axin interactor, dorsalization associated	Approved	C1orf80	FLJ12806	1q41	BC043142
HGNC:352	AIF1	allograft inflammatory factor 1	Approved		IRT-1, AIF-1, Em:AF129756.17, IBA1	6p21.33	U19713
HGNC:28904	AIF1L	allograft inflammatory factor 1 like	Approved	C9orf58	IBA2, FLJ12783	9q34.12-q34.13	AL136566
HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1	Approved	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5	Xq26.1	AF100928
HGNC:21411	AIFM2	apoptosis inducing factor mitochondria associated 2	Approved	AMID	FLJ14497, PRG3, FSP1	10q22.1	AK027403
